LocationTime,Location,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($)
JPN-2006,JPN,Japan,2006,male,75+ ,1945,4512000,43.11,"4,530,377,224,970",37534
JPN-2006,JPN,Japan,2006,male,25-34 ,2667,8758000,30.45,"4,530,377,224,970",37534
JPN-2006,JPN,Japan,2006,female,75+ ,1639,7608000,21.54,"4,530,377,224,970",37534
JPN-2006,JPN,Japan,2006,male,15-24 ,1257,6916000,18.18,"4,530,377,224,970",37534
JPN-2006,JPN,Japan,2006,female,55-74 ,2866,17213000,16.65,"4,530,377,224,970",37534
JPN-2006,JPN,Japan,2006,female,35-54 ,2193,16320000,13.44,"4,530,377,224,970",37534
JPN-2006,JPN,Japan,2006,female,25-34 ,1133,8473000,13.37,"4,530,377,224,970",37534
JPN-2006,JPN,Japan,2006,female,15-24 ,635,6548000,9.7,"4,530,377,224,970",37534
JPN-2006,JPN,Japan,2006,male,5-14 ,57,6066000,0.94,"4,530,377,224,970",37534
JPN-2006,JPN,Japan,2006,female,5-14 ,20,5767000,0.35,"4,530,377,224,970",37534
JPN-2007,JPN,Japan,2007,male,55-74 ,8184,16130000,50.74,"4,515,264,514,431",37408
JPN-2007,JPN,Japan,2007,male,75+ ,2205,4744000,46.48,"4,515,264,514,431",37408
JPN-2007,JPN,Japan,2007,male,35-54 ,7599,16557000,45.9,"4,515,264,514,431",37408
JPN-2007,JPN,Japan,2007,male,25-34 ,2596,8501000,30.54,"4,515,264,514,431",37408
JPN-2007,JPN,Japan,2007,female,75+ ,1691,7913000,21.37,"4,515,264,514,431",37408
JPN-2007,JPN,Japan,2007,male,15-24 ,1252,6795000,18.43,"4,515,264,514,431",37408
JPN-2007,JPN,Japan,2007,female,55-74 ,3108,17338000,17.93,"4,515,264,514,431",37408
JPN-2007,JPN,Japan,2007,female,35-54 ,2303,16325000,14.11,"4,515,264,514,431",37408
JPN-2007,JPN,Japan,2007,female,25-34 ,1084,8212000,13.2,"4,515,264,514,431",37408
JPN-2007,JPN,Japan,2007,female,15-24 ,596,6430000,9.27,"4,515,264,514,431",37408
JPN-2007,JPN,Japan,2007,male,5-14 ,31,6027000,0.51,"4,515,264,514,431",37408
JPN-2007,JPN,Japan,2007,female,5-14 ,16,5732000,0.28,"4,515,264,514,431",37408
JPN-2008,JPN,Japan,2008,male,55-74 ,7894,16197000,48.74,"5,037,908,465,114",41773
JPN-2008,JPN,Japan,2008,male,35-54 ,7344,16657000,44.09,"5,037,908,465,114",41773
JPN-2008,JPN,Japan,2008,male,75+ ,2132,4965000,42.94,"5,037,908,465,114",41773
JPN-2008,JPN,Japan,2008,male,25-34 ,2651,8234000,32.2,"5,037,908,465,114",41773
JPN-2008,JPN,Japan,2008,female,75+ ,1673,8207000,20.39,"5,037,908,465,114",41773
JPN-2008,JPN,Japan,2008,male,15-24 ,1343,6650000,20.2,"5,037,908,465,114",41773
JPN-2008,JPN,Japan,2008,female,55-74 ,2885,17395000,16.59,"5,037,908,465,114",41773
JPN-2008,JPN,Japan,2008,female,25-34 ,1203,7933000,15.16,"5,037,908,465,114",41773
JPN-2008,JPN,Japan,2008,female,35-54 ,2237,16400000,13.64,"5,037,908,465,114",41773
JPN-2008,JPN,Japan,2008,female,15-24 ,652,6293000,10.36,"5,037,908,465,114",41773
JPN-2008,JPN,Japan,2008,male,5-14 ,41,5982000,0.69,"5,037,908,465,114",41773
JPN-2008,JPN,Japan,2008,female,5-14 ,18,5689000,0.32,"5,037,908,465,114",41773
JPN-2009,JPN,Japan,2009,male,55-74 ,7983,16224000,49.2,"5,231,382,674,594",43415
JPN-2009,JPN,Japan,2009,male,35-54 ,7799,16796000,46.43,"5,231,382,674,594",43415
JPN-2009,JPN,Japan,2009,male,75+ ,2216,5174000,42.83,"5,231,382,674,594",43415
JPN-2009,JPN,Japan,2009,male,25-34 ,2657,7987000,33.27,"5,231,382,674,594",43415
JPN-2009,JPN,Japan,2009,male,15-24 ,1326,6514000,20.36,"5,231,382,674,594",43415
JPN-2009,JPN,Japan,2009,female,75+ ,1649,8488000,19.43,"5,231,382,674,594",43415
JPN-2009,JPN,Japan,2009,female,55-74 ,2820,17413000,16.19,"5,231,382,674,594",43415
JPN-2009,JPN,Japan,2009,female,25-34 ,1085,7679000,14.13,"5,231,382,674,594",43415
JPN-2009,JPN,Japan,2009,female,35-54 ,2328,16517000,14.09,"5,231,382,674,594",43415
JPN-2009,JPN,Japan,2009,female,15-24 ,605,6163000,9.82,"5,231,382,674,594",43415
JPN-2009,JPN,Japan,2009,male,5-14 ,34,5914000,0.57,"5,231,382,674,594",43415
JPN-2009,JPN,Japan,2009,female,5-14 ,21,5627000,0.37,"5,231,382,674,594",43415
JPN-2010,JPN,Japan,2010,male,55-74 ,7466,16402437,45.52,"5,700,098,114,744",47059
JPN-2010,JPN,Japan,2010,male,35-54 ,7351,17131261,42.91,"5,700,098,114,744",47059
JPN-2010,JPN,Japan,2010,male,75+ ,2188,5345432,40.93,"5,700,098,114,744",47059
JPN-2010,JPN,Japan,2010,male,25-34 ,2543,7822984,32.51,"5,700,098,114,744",47059
JPN-2010,JPN,Japan,2010,male,15-24 ,1315,6324856,20.79,"5,700,098,114,744",47059
JPN-2010,JPN,Japan,2010,female,75+ ,1686,8804107,19.15,"5,700,098,114,744",47059
JPN-2010,JPN,Japan,2010,female,55-74 ,2879,17525806,16.43,"5,700,098,114,744",47059
JPN-2010,JPN,Japan,2010,female,35-54 ,2404,16781836,14.33,"5,700,098,114,744",47059
JPN-2010,JPN,Japan,2010,female,25-34 ,1008,7545642,13.36,"5,700,098,114,744",47059
JPN-2010,JPN,Japan,2010,female,15-24 ,508,6008624,8.45,"5,700,098,114,744",47059
JPN-2010,JPN,Japan,2010,male,5-14 ,42,5855595,0.72,"5,700,098,114,744",47059
JPN-2010,JPN,Japan,2010,female,5-14 ,21,5578687,0.38,"5,700,098,114,744",47059
JPN-2011,JPN,Japan,2011,male,55-74 ,6858,16343000,41.96,"6,157,459,594,824",50919
JPN-2011,JPN,Japan,2011,male,35-54 ,6975,17224000,40.5,"6,157,459,594,824",50919
JPN-2011,JPN,Japan,2011,male,75+ ,2188,5570000,39.28,"6,157,459,594,824",50919
JPN-2011,JPN,Japan,2011,male,25-34 ,2404,7588000,31.68,"6,157,459,594,824",50919
JPN-2011,JPN,Japan,2011,male,15-24 ,1304,6246000,20.88,"6,157,459,594,824",50919
JPN-2011,JPN,Japan,2011,female,75+ ,1754,9092000,19.29,"6,157,459,594,824",50919
JPN-2011,JPN,Japan,2011,female,55-74 ,2883,17447000,16.52,"6,157,459,594,824",50919
JPN-2011,JPN,Japan,2011,female,35-54 ,2598,16861000,15.41,"6,157,459,594,824",50919
JPN-2011,JPN,Japan,2011,female,25-34 ,1112,7314000,15.2,"6,157,459,594,824",50919
JPN-2011,JPN,Japan,2011,female,15-24 ,616,5931000,10.39,"6,157,459,594,824",50919
JPN-2011,JPN,Japan,2011,male,5-14 ,52,5792000,0.9,"6,157,459,594,824",50919
JPN-2011,JPN,Japan,2011,female,5-14 ,22,5519000,0.4,"6,157,459,594,824",50919
JPN-2012,JPN,Japan,2012,male,75+ ,2262,5783000,39.11,"6,203,213,121,334",51379
JPN-2012,JPN,Japan,2012,male,55-74 ,6134,16254000,37.74,"6,203,213,121,334",51379
JPN-2012,JPN,Japan,2012,male,35-54 ,6413,17318000,37.03,"6,203,213,121,334",51379
JPN-2012,JPN,Japan,2012,male,25-34 ,2244,7384000,30.39,"6,203,213,121,334",51379
JPN-2012,JPN,Japan,2012,male,15-24 ,1294,6185000,20.92,"6,203,213,121,334",51379
JPN-2012,JPN,Japan,2012,female,75+ ,1612,9362000,17.22,"6,203,213,121,334",51379
JPN-2012,JPN,Japan,2012,female,55-74 ,2636,17342000,15.2,"6,203,213,121,334",51379
JPN-2012,JPN,Japan,2012,female,35-54 ,2242,16937000,13.24,"6,203,213,121,334",51379
JPN-2012,JPN,Japan,2012,female,25-34 ,931,7110000,13.09,"6,203,213,121,334",51379
JPN-2012,JPN,Japan,2012,female,15-24 ,495,5873000,8.43,"6,203,213,121,334",51379
JPN-2012,JPN,Japan,2012,male,5-14 ,55,5729000,0.96,"6,203,213,121,334",51379
JPN-2012,JPN,Japan,2012,female,5-14 ,20,5458000,0.37,"6,203,213,121,334",51379
JPN-2013,JPN,Japan,2013,male,75+ ,2362,5964000,39.6,"5,155,717,056,271",42781
JPN-2013,JPN,Japan,2013,male,35-54 ,6333,17367000,36.47,"5,155,717,056,271",42781
JPN-2013,JPN,Japan,2013,male,55-74 ,5908,16202000,36.46,"5,155,717,056,271",42781
JPN-2013,JPN,Japan,2013,male,25-34 ,2178,7186000,30.31,"5,155,717,056,271",42781
JPN-2013,JPN,Japan,2013,male,15-24 ,1242,6143000,20.22,"5,155,717,056,271",42781
JPN-2013,JPN,Japan,2013,female,75+ ,1713,9588000,17.87,"5,155,717,056,271",42781
JPN-2013,JPN,Japan,2013,female,55-74 ,2604,17279000,15.07,"5,155,717,056,271",42781
JPN-2013,JPN,Japan,2013,female,35-54 ,2242,16974000,13.21,"5,155,717,056,271",42781
JPN-2013,JPN,Japan,2013,female,25-34 ,850,6913000,12.3,"5,155,717,056,271",42781
JPN-2013,JPN,Japan,2013,female,15-24 ,467,5834000,8.0,"5,155,717,056,271",42781
JPN-2013,JPN,Japan,2013,male,5-14 ,58,5666000,1.02,"5,155,717,056,271",42781
JPN-2013,JPN,Japan,2013,female,5-14 ,34,5398000,0.63,"5,155,717,056,271",42781
JPN-2014,JPN,Japan,2014,male,75+ ,2254,6104000,36.93,"4,850,413,536,038",40328
JPN-2014,JPN,Japan,2014,male,55-74 ,5477,16213000,33.78,"4,850,413,536,038",40328
JPN-2014,JPN,Japan,2014,male,35-54 ,5710,17365000,32.88,"4,850,413,536,038",40328
JPN-2014,JPN,Japan,2014,male,25-34 ,2131,7007000,30.41,"4,850,413,536,038",40328
JPN-2014,JPN,Japan,2014,male,15-24 ,1180,6110000,19.31,"4,850,413,536,038",40328
JPN-2014,JPN,Japan,2014,female,75+ ,1587,9761000,16.26,"4,850,413,536,038",40328
JPN-2014,JPN,Japan,2014,female,55-74 ,2512,17288000,14.53,"4,850,413,536,038",40328
JPN-2014,JPN,Japan,2014,female,35-54 ,2158,16959000,12.72,"4,850,413,536,038",40328
JPN-2014,JPN,Japan,2014,female,25-34 ,814,6734000,12.09,"4,850,413,536,038",40328
JPN-2014,JPN,Japan,2014,female,15-24 ,432,5803000,7.44,"4,850,413,536,038",40328
JPN-2014,JPN,Japan,2014,male,5-14 ,68,5596000,1.22,"4,850,413,536,038",40328
JPN-2014,JPN,Japan,2014,female,5-14 ,34,5334000,0.64,"4,850,413,536,038",40328
JPN-2015,JPN,Japan,2015,male,75+ ,2297,6289365,36.52,"4,394,977,752,878",36510
JPN-2015,JPN,Japan,2015,male,55-74 ,5241,16239222,32.27,"4,394,977,752,878",36510
JPN-2015,JPN,Japan,2015,male,35-54 ,5507,17461022,31.54,"4,394,977,752,878",36510
JPN-2015,JPN,Japan,2015,male,25-34 ,1948,6862886,28.38,"4,394,977,752,878",36510
JPN-2015,JPN,Japan,2015,male,15-24 ,1091,6088330,17.92,"4,394,977,752,878",36510
JPN-2015,JPN,Japan,2015,female,75+ ,1509,9983066,15.12,"4,394,977,752,878",36510
JPN-2015,JPN,Japan,2015,female,55-74 ,2292,17232482,13.3,"4,394,977,752,878",36510
JPN-2015,JPN,Japan,2015,female,35-54 ,2024,16991218,11.91,"4,394,977,752,878",36510
JPN-2015,JPN,Japan,2015,female,25-34 ,685,6614211,10.36,"4,394,977,752,878",36510
JPN-2015,JPN,Japan,2015,female,15-24 ,408,5772938,7.07,"4,394,977,752,878",36510
JPN-2015,JPN,Japan,2015,male,5-14 ,62,5553851,1.12,"4,394,977,752,878",36510
JPN-2015,JPN,Japan,2015,female,5-14 ,28,5287719,0.53,"4,394,977,752,878",36510
MEX-1990,MEX,Mexico,1990,male,75+ ,87,489000,17.79,"262,709,948,091",3595
MEX-1990,MEX,Mexico,1990,male,55-74 ,224,2709000,8.27,"262,709,948,091",3595
MEX-1990,MEX,Mexico,1990,male,35-54 ,437,6812000,6.42,"262,709,948,091",3595
MEX-1990,MEX,Mexico,1990,male,25-34 ,387,6347000,6.1,"262,709,948,091",3595
MEX-1990,MEX,Mexico,1990,male,15-24 ,472,9501000,4.97,"262,709,948,091",3595
MEX-1990,MEX,Mexico,1990,female,15-24 ,114,9327000,1.22,"262,709,948,091",3595
MEX-1990,MEX,Mexico,1990,female,55-74 ,34,3073000,1.11,"262,709,948,091",3595
MEX-1990,MEX,Mexico,1990,female,25-34 ,57,6426000,0.89,"262,709,948,091",3595
MEX-1990,MEX,Mexico,1990,female,35-54 ,58,7045000,0.82,"262,709,948,091",3595
MEX-1990,MEX,Mexico,1990,female,75+ ,5,650900,0.77,"262,709,948,091",3595
MEX-1990,MEX,Mexico,1990,male,5-14 ,41,10518000,0.39,"262,709,948,091",3595
MEX-1990,MEX,Mexico,1990,female,5-14 ,10,10179000,0.1,"262,709,948,091",3595
MEX-1991,MEX,Mexico,1991,male,75+ ,73,500300,14.59,"314,454,015,372",4204
MEX-1991,MEX,Mexico,1991,male,55-74 ,240,2799000,8.57,"314,454,015,372",4204
MEX-1991,MEX,Mexico,1991,male,25-34 ,430,6592000,6.52,"314,454,015,372",4204
MEX-1991,MEX,Mexico,1991,male,35-54 ,440,7060000,6.23,"314,454,015,372",4204
MEX-1991,MEX,Mexico,1991,male,15-24 ,560,9666000,5.79,"314,454,015,372",4204
MEX-1991,MEX,Mexico,1991,female,75+ ,8,667000,1.2,"314,454,015,372",4204
MEX-1991,MEX,Mexico,1991,female,15-24 ,113,9492000,1.19,"314,454,015,372",4204
MEX-1991,MEX,Mexico,1991,female,25-34 ,72,6672000,1.08,"314,454,015,372",4204
MEX-1991,MEX,Mexico,1991,female,35-54 ,75,7306000,1.03,"314,454,015,372",4204
MEX-1991,MEX,Mexico,1991,female,55-74 ,28,3182000,0.88,"314,454,015,372",4204
MEX-1991,MEX,Mexico,1991,male,5-14 ,46,10601000,0.43,"314,454,015,372",4204
MEX-1991,MEX,Mexico,1991,female,5-14 ,18,10259000,0.18,"314,454,015,372",4204
MEX-1992,MEX,Mexico,1992,male,75+ ,95,549600,17.29,"363,609,163,462",4830
MEX-1992,MEX,Mexico,1992,male,55-74 ,243,2862600,8.49,"363,609,163,462",4830
MEX-1992,MEX,Mexico,1992,male,25-34 ,484,6347100,7.63,"363,609,163,462",4830
MEX-1992,MEX,Mexico,1992,male,35-54 ,482,7168700,6.72,"363,609,163,462",4830
MEX-1992,MEX,Mexico,1992,male,15-24 ,554,9572400,5.79,"363,609,163,462",4830
MEX-1992,MEX,Mexico,1992,female,15-24 ,126,9605800,1.31,"363,609,163,462",4830
MEX-1992,MEX,Mexico,1992,female,25-34 ,84,6654900,1.26,"363,609,163,462",4830
MEX-1992,MEX,Mexico,1992,female,75+ ,8,730100,1.1,"363,609,163,462",4830
MEX-1992,MEX,Mexico,1992,female,55-74 ,33,3193600,1.03,"363,609,163,462",4830
MEX-1992,MEX,Mexico,1992,female,35-54 ,66,7544500,0.87,"363,609,163,462",4830
MEX-1992,MEX,Mexico,1992,male,5-14 ,41,10704300,0.38,"363,609,163,462",4830
MEX-1992,MEX,Mexico,1992,female,5-14 ,21,10352200,0.2,"363,609,163,462",4830
MEX-1993,MEX,Mexico,1993,male,75+ ,95,560100,16.96,"500,736,065,605",6518
MEX-1993,MEX,Mexico,1993,male,55-74 ,255,2963500,8.6,"500,736,065,605",6518
MEX-1993,MEX,Mexico,1993,male,25-34 ,488,6543100,7.46,"500,736,065,605",6518
MEX-1993,MEX,Mexico,1993,male,35-54 ,546,7427100,7.35,"500,736,065,605",6518
MEX-1993,MEX,Mexico,1993,male,15-24 ,582,9745400,5.97,"500,736,065,605",6518
MEX-1993,MEX,Mexico,1993,female,15-24 ,126,9764500,1.29,"500,736,065,605",6518
MEX-1993,MEX,Mexico,1993,female,35-54 ,83,7837300,1.06,"500,736,065,605",6518
MEX-1993,MEX,Mexico,1993,female,55-74 ,32,3305700,0.97,"500,736,065,605",6518
MEX-1993,MEX,Mexico,1993,female,25-34 ,64,6871000,0.93,"500,736,065,605",6518
MEX-1993,MEX,Mexico,1993,female,75+ ,6,745600,0.8,"500,736,065,605",6518
MEX-1993,MEX,Mexico,1993,male,5-14 ,45,10712100,0.42,"500,736,065,605",6518
MEX-1993,MEX,Mexico,1993,female,5-14 ,20,10351400,0.19,"500,736,065,605",6518
MEX-1994,MEX,Mexico,1994,male,75+ ,100,573400,17.44,"527,813,238,126",6735
MEX-1994,MEX,Mexico,1994,male,55-74 ,299,3066800,9.75,"527,813,238,126",6735
MEX-1994,MEX,Mexico,1994,male,25-34 ,550,6757200,8.14,"527,813,238,126",6735
MEX-1994,MEX,Mexico,1994,male,35-54 ,554,7691700,7.2,"527,813,238,126",6735
MEX-1994,MEX,Mexico,1994,male,15-24 ,646,9882000,6.54,"527,813,238,126",6735
MEX-1994,MEX,Mexico,1994,female,15-24 ,168,9886600,1.7,"527,813,238,126",6735
MEX-1994,MEX,Mexico,1994,female,75+ ,12,764600,1.57,"527,813,238,126",6735
MEX-1994,MEX,Mexico,1994,female,35-54 ,88,8137700,1.08,"527,813,238,126",6735
MEX-1994,MEX,Mexico,1994,female,25-34 ,71,7102600,1.0,"527,813,238,126",6735
MEX-1994,MEX,Mexico,1994,female,55-74 ,28,3420700,0.82,"527,813,238,126",6735
MEX-1994,MEX,Mexico,1994,male,5-14 ,46,10730100,0.43,"527,813,238,126",6735
MEX-1994,MEX,Mexico,1994,female,5-14 ,26,10360700,0.25,"527,813,238,126",6735
MEX-1995,MEX,Mexico,1995,male,75+ ,111,590900,18.78,"360,073,909,244",4505
MEX-1995,MEX,Mexico,1995,male,55-74 ,298,3172300,9.39,"360,073,909,244",4505
MEX-1995,MEX,Mexico,1995,male,25-34 ,640,6993100,9.15,"360,073,909,244",4505
MEX-1995,MEX,Mexico,1995,male,15-24 ,755,9978800,7.57,"360,073,909,244",4505
MEX-1995,MEX,Mexico,1995,male,35-54 ,580,7960500,7.29,"360,073,909,244",4505
MEX-1995,MEX,Mexico,1995,female,15-24 ,198,9970200,1.99,"360,073,909,244",4505
MEX-1995,MEX,Mexico,1995,female,25-34 ,87,7352700,1.18,"360,073,909,244",4505
MEX-1995,MEX,Mexico,1995,female,35-54 ,89,8443500,1.05,"360,073,909,244",4505
MEX-1995,MEX,Mexico,1995,female,75+ ,8,789100,1.01,"360,073,909,244",4505
MEX-1995,MEX,Mexico,1995,female,55-74 ,34,3538000,0.96,"360,073,909,244",4505
MEX-1995,MEX,Mexico,1995,male,5-14 ,50,10758200,0.46,"360,073,909,244",4505
MEX-1995,MEX,Mexico,1995,female,5-14 ,27,10379800,0.26,"360,073,909,244",4505
MEX-1996,MEX,Mexico,1996,male,75+ ,115,684228,16.81,"410,975,595,310",4904
MEX-1996,MEX,Mexico,1996,male,55-74 ,309,3367371,9.18,"410,975,595,310",4904
MEX-1996,MEX,Mexico,1996,male,25-34 ,620,7310893,8.48,"410,975,595,310",4904
MEX-1996,MEX,Mexico,1996,male,35-54 ,638,8288306,7.7,"410,975,595,310",4904
MEX-1996,MEX,Mexico,1996,male,15-24 ,771,10461846,7.37,"410,975,595,310",4904
MEX-1996,MEX,Mexico,1996,female,15-24 ,217,10401655,2.09,"410,975,595,310",4904
MEX-1996,MEX,Mexico,1996,female,25-34 ,108,7578706,1.43,"410,975,595,310",4904
MEX-1996,MEX,Mexico,1996,female,35-54 ,103,8556474,1.2,"410,975,595,310",4904
MEX-1996,MEX,Mexico,1996,female,55-74 ,33,3868948,0.85,"410,975,595,310",4904
MEX-1996,MEX,Mexico,1996,male,5-14 ,61,11350080,0.54,"410,975,595,310",4904
MEX-1996,MEX,Mexico,1996,female,75+ ,4,953167,0.42,"410,975,595,310",4904
MEX-1996,MEX,Mexico,1996,female,5-14 ,29,10980620,0.26,"410,975,595,310",4904
MEX-1997,MEX,Mexico,1997,male,75+ ,109,713693,15.27,"500,413,483,109",5864
MEX-1997,MEX,Mexico,1997,male,25-34 ,721,7614070,9.47,"500,413,483,109",5864
MEX-1997,MEX,Mexico,1997,male,15-24 ,931,10469891,8.89,"500,413,483,109",5864
MEX-1997,MEX,Mexico,1997,male,55-74 ,280,3469821,8.07,"500,413,483,109",5864
MEX-1997,MEX,Mexico,1997,male,35-54 ,689,8545328,8.06,"500,413,483,109",5864
MEX-1997,MEX,Mexico,1997,female,15-24 ,255,10389836,2.45,"500,413,483,109",5864
MEX-1997,MEX,Mexico,1997,female,25-34 ,118,7878137,1.5,"500,413,483,109",5864
MEX-1997,MEX,Mexico,1997,female,35-54 ,97,8847199,1.1,"500,413,483,109",5864
MEX-1997,MEX,Mexico,1997,female,55-74 ,35,3962305,0.88,"500,413,483,109",5864
MEX-1997,MEX,Mexico,1997,male,5-14 ,81,11419034,0.71,"500,413,483,109",5864
MEX-1997,MEX,Mexico,1997,female,75+ ,4,995305,0.4,"500,413,483,109",5864
MEX-1997,MEX,Mexico,1997,female,5-14 ,30,11036261,0.27,"500,413,483,109",5864
MEX-1998,MEX,Mexico,1998,male,75+ ,117,743519,15.74,"526,502,129,378",6064
MEX-1998,MEX,Mexico,1998,male,25-34 ,774,7923430,9.77,"526,502,129,378",6064
MEX-1998,MEX,Mexico,1998,male,15-24 ,860,10444415,8.23,"526,502,129,378",6064
MEX-1998,MEX,Mexico,1998,male,55-74 ,288,3576372,8.05,"526,502,129,378",6064
MEX-1998,MEX,Mexico,1998,male,35-54 ,676,8802383,7.68,"526,502,129,378",6064
MEX-1998,MEX,Mexico,1998,female,15-24 ,227,10340767,2.2,"526,502,129,378",6064
MEX-1998,MEX,Mexico,1998,female,25-34 ,113,8178534,1.38,"526,502,129,378",6064
MEX-1998,MEX,Mexico,1998,female,35-54 ,95,9136813,1.04,"526,502,129,378",6064
MEX-1998,MEX,Mexico,1998,female,75+ ,10,1038891,0.96,"526,502,129,378",6064
MEX-1998,MEX,Mexico,1998,male,5-14 ,87,11488804,0.76,"526,502,129,378",6064
MEX-1998,MEX,Mexico,1998,female,55-74 ,29,4058048,0.71,"526,502,129,378",6064
MEX-1998,MEX,Mexico,1998,female,5-14 ,36,11093702,0.32,"526,502,129,378",6064
MEX-1999,MEX,Mexico,1999,male,75+ ,109,772816,14.1,"600,232,874,043",6800
MEX-1999,MEX,Mexico,1999,male,15-24 ,940,10416842,9.02,"600,232,874,043",6800
MEX-1999,MEX,Mexico,1999,male,25-34 ,726,8214958,8.84,"600,232,874,043",6800
MEX-1999,MEX,Mexico,1999,male,55-74 ,317,3684714,8.6,"600,232,874,043",6800
MEX-1999,MEX,Mexico,1999,male,35-54 ,668,9064400,7.37,"600,232,874,043",6800
MEX-1999,MEX,Mexico,1999,female,15-24 ,211,10286270,2.05,"600,232,874,043",6800
MEX-1999,MEX,Mexico,1999,female,35-54 ,114,9433287,1.21,"600,232,874,043",6800
MEX-1999,MEX,Mexico,1999,female,25-34 ,100,8457907,1.18,"600,232,874,043",6800
MEX-1999,MEX,Mexico,1999,female,75+ ,9,1083212,0.83,"600,232,874,043",6800
MEX-1999,MEX,Mexico,1999,female,55-74 ,34,4152769,0.82,"600,232,874,043",6800
MEX-1999,MEX,Mexico,1999,male,5-14 ,59,11553882,0.51,"600,232,874,043",6800
MEX-1999,MEX,Mexico,1999,female,5-14 ,40,11150920,0.36,"600,232,874,043",6800
MEX-2000,MEX,Mexico,2000,male,75+ ,105,801173,13.11,"707,906,744,575",7892
MEX-2000,MEX,Mexico,2000,male,25-34 ,797,8473261,9.41,"707,906,744,575",7892
MEX-2000,MEX,Mexico,2000,male,15-24 ,870,10407812,8.36,"707,906,744,575",7892
MEX-2000,MEX,Mexico,2000,male,55-74 ,317,3793938,8.36,"707,906,744,575",7892
MEX-2000,MEX,Mexico,2000,male,35-54 ,755,9334127,8.09,"707,906,744,575",7892
MEX-2000,MEX,Mexico,2000,female,15-24 ,231,10247321,2.25,"707,906,744,575",7892
MEX-2000,MEX,Mexico,2000,female,25-34 ,101,8702615,1.16,"707,906,744,575",7892
MEX-2000,MEX,Mexico,2000,female,35-54 ,111,9741546,1.14,"707,906,744,575",7892
MEX-2000,MEX,Mexico,2000,female,75+ ,12,1128113,1.06,"707,906,744,575",7892
MEX-2000,MEX,Mexico,2000,female,55-74 ,39,4245190,0.92,"707,906,744,575",7892
MEX-2000,MEX,Mexico,2000,male,5-14 ,75,11611360,0.65,"707,906,744,575",7892
MEX-2000,MEX,Mexico,2000,female,5-14 ,43,11208337,0.38,"707,906,744,575",7892
MEX-2001,MEX,Mexico,2001,male,75+ ,161,836476,19.25,"756,706,300,590",8311
MEX-2001,MEX,Mexico,2001,male,25-34 ,837,8719740,9.6,"756,706,300,590",8311
MEX-2001,MEX,Mexico,2001,male,15-24 ,908,10392763,8.74,"756,706,300,590",8311
MEX-2001,MEX,Mexico,2001,male,55-74 ,338,3891947,8.68,"756,706,300,590",8311
MEX-2001,MEX,Mexico,2001,male,35-54 ,765,9614513,7.96,"756,706,300,590",8311
MEX-2001,MEX,Mexico,2001,female,15-24 ,263,10198732,2.58,"756,706,300,590",8311
MEX-2001,MEX,Mexico,2001,female,25-34 ,136,8930235,1.52,"756,706,300,590",8311
MEX-2001,MEX,Mexico,2001,female,35-54 ,148,10069614,1.47,"756,706,300,590",8311
MEX-2001,MEX,Mexico,2001,female,55-74 ,51,4322994,1.18,"756,706,300,590",8311
MEX-2001,MEX,Mexico,2001,female,75+ ,13,1178437,1.1,"756,706,300,590",8311
MEX-2001,MEX,Mexico,2001,male,5-14 ,79,11648383,0.68,"756,706,300,590",8311
MEX-2001,MEX,Mexico,2001,female,5-14 ,61,11248880,0.54,"756,706,300,590",8311
MEX-2002,MEX,Mexico,2002,male,75+ ,124,869659,14.26,"772,106,378,935",8357
MEX-2002,MEX,Mexico,2002,male,25-34 ,852,8935002,9.54,"772,106,378,935",8357
MEX-2002,MEX,Mexico,2002,male,15-24 ,919,10391176,8.84,"772,106,378,935",8357
MEX-2002,MEX,Mexico,2002,male,55-74 ,348,3991819,8.72,"772,106,378,935",8357
MEX-2002,MEX,Mexico,2002,male,35-54 ,824,9900926,8.32,"772,106,378,935",8357
MEX-2002,MEX,Mexico,2002,female,15-24 ,260,10166352,2.56,"772,106,378,935",8357
MEX-2002,MEX,Mexico,2002,female,35-54 ,158,10409349,1.52,"772,106,378,935",8357
MEX-2002,MEX,Mexico,2002,female,25-34 ,119,9124293,1.3,"772,106,378,935",8357
MEX-2002,MEX,Mexico,2002,female,55-74 ,46,4401799,1.05,"772,106,378,935",8357
MEX-2002,MEX,Mexico,2002,male,5-14 ,103,11684250,0.88,"772,106,378,935",8357
MEX-2002,MEX,Mexico,2002,female,75+ ,10,1227458,0.81,"772,106,378,935",8357
MEX-2002,MEX,Mexico,2002,female,5-14 ,63,11292233,0.56,"772,106,378,935",8357
MEX-2003,MEX,Mexico,2003,male,75+ ,151,901495,16.75,"729,336,319,677",7779
MEX-2003,MEX,Mexico,2003,male,25-34 ,911,9114537,10.0,"729,336,319,677",7779
MEX-2003,MEX,Mexico,2003,male,55-74 ,385,4100347,9.39,"729,336,319,677",7779
MEX-2003,MEX,Mexico,2003,male,15-24 ,953,10408446,9.16,"729,336,319,677",7779
MEX-2003,MEX,Mexico,2003,male,35-54 ,885,10201542,8.68,"729,336,319,677",7779
MEX-2003,MEX,Mexico,2003,female,15-24 ,280,10156204,2.76,"729,336,319,677",7779
MEX-2003,MEX,Mexico,2003,female,35-54 ,171,10765671,1.59,"729,336,319,677",7779
